iter	Logloss
412	0.3919100862
413	0.3918905238
414	0.3918612216
415	0.3918262259
416	0.3917984693
417	0.391763193
418	0.3917315954
419	0.3917161562
420	0.3917013736
421	0.3916753013
422	0.3916541831
423	0.3916313517
424	0.3916001804
425	0.3915528432
426	0.3915352888
427	0.3915111968
428	0.3915010115
429	0.3914789334
430	0.3914654486
431	0.3914094876
432	0.3913931914
433	0.3913585829
434	0.3913089617
435	0.3912719451
436	0.3912501966
437	0.3912228112
438	0.3911909599
439	0.3911760116
440	0.39113759
441	0.3911124514
442	0.3910940978
443	0.3910203298
444	0.3910043341
445	0.3909505471
446	0.3909245137
447	0.3909119576
448	0.3908681012
449	0.390837963
450	0.3908025881
451	0.3907747228
452	0.3907553382
453	0.3907262471
454	0.3907021858
455	0.3906850202
456	0.3906530129
457	0.3906347043
458	0.3906168965
459	0.3905961562
460	0.3905645099
461	0.3905248698
462	0.3905116083
463	0.3904745666
464	0.3904410739
465	0.3904195333
466	0.390350378
467	0.3902992384
468	0.3902765246
469	0.3902419861
470	0.3902271217
471	0.390195842
472	0.3901853271
473	0.3901645285
474	0.3901333232
475	0.3901095443
476	0.390090914
477	0.3900739071
478	0.390050114
479	0.3900084913
480	0.3899667771
481	0.3899285544
482	0.3898918567
483	0.3898582325
484	0.3898381057
485	0.389809228
486	0.3897884132
487	0.3897678225
488	0.3897418655
489	0.3897262991
490	0.3896964775
491	0.3896585717
492	0.389634529
493	0.3896184883
494	0.3895854391
495	0.3895731005
496	0.3895574071
497	0.3895313766
498	0.3895053505
499	0.389473397
500	0.3893469288
501	0.3893348579
502	0.3892918308
503	0.3892643794
504	0.3892316611
505	0.3892034865
506	0.3891944937
507	0.389158279
508	0.389139409
509	0.3891183504
510	0.3890923117
511	0.389059401
512	0.3890513217
513	0.3890325662
514	0.3889997055
515	0.388976521
516	0.3889578544
517	0.3889449324
518	0.3889179841
519	0.388901856
520	0.3888854029
521	0.3888705457
522	0.3888435969
523	0.3888218969
524	0.3888085728
525	0.3887433221
526	0.3887138673
527	0.3886918999
528	0.3886560155
529	0.3886368738
530	0.3885685372
531	0.3885295601
532	0.3885161509
533	0.3884965107
534	0.388463611
535	0.3884447879
536	0.3884221247
537	0.3883903389
538	0.3883801642
539	0.38835047
540	0.3883232213
541	0.3883021919
542	0.3882819229
543	0.3882317937
544	0.3882178225
545	0.3881927248
546	0.3881653226
547	0.388131359
548	0.388107436
549	0.3880938587
550	0.3880688185
551	0.3880414736
552	0.388005802
553	0.3879869759
554	0.3879694364
555	0.3879489593
556	0.3879337942
557	0.3879234136
558	0.3879037035
559	0.3878706724
560	0.3878494244
561	0.3878284723
562	0.3878098933
563	0.3877823031
564	0.3877639245
565	0.387740966
566	0.3877276207
567	0.387716289
568	0.387697818
569	0.3876744422
570	0.3876529559
571	0.3876274501
572	0.3876002047
573	0.3875817208
574	0.3875659093
575	0.3875506629
576	0.3875366976
577	0.387515277
578	0.3874973602
579	0.3874734904
580	0.3874602608
581	0.3874414635
582	0.3874235491
583	0.387400869
584	0.3873867498
585	0.387365424
586	0.387340006
587	0.3873267081
588	0.3873015672
589	0.3872831564
590	0.3872677961
591	0.3872542081
592	0.3872311069
593	0.3872150606
594	0.3871949878
595	0.387180651
596	0.3871634571
597	0.3871463075
598	0.3871332542
599	0.3871230438
600	0.3871083398
601	0.3870934109
602	0.3870745865
603	0.3870666555
604	0.387052999
605	0.3870239342
606	0.3869896785
607	0.3869749272
608	0.3869554484
609	0.3869289687
610	0.3869090278
611	0.3868877314
612	0.3868746667
613	0.3868574713
614	0.3868370771
615	0.3868196751
616	0.3867991291
617	0.3867722847
618	0.3867509667
619	0.3867298355
620	0.3866178835
621	0.3866040882
622	0.3865849933
623	0.3865727794
624	0.3865549361
625	0.3865405451
626	0.3865216688
627	0.3864901051
628	0.386468902
629	0.3864464378
630	0.386432441
631	0.3864090744
632	0.3863906339
633	0.3863691544
634	0.3863498321
635	0.3863373371
636	0.3863115044
637	0.3862595925
638	0.3862111215
639	0.3861930529
640	0.3861813756
641	0.3861542006
642	0.3861092003
643	0.3860925561
644	0.3860763663
645	0.3860452755
646	0.3860264041
647	0.386018091
648	0.3860020049
649	0.3859874999
650	0.3859407133
651	0.3859254995
652	0.385889626
653	0.3858745182
654	0.3858590541
655	0.3858395865
656	0.385823293
657	0.3857952589
658	0.3857824274
659	0.385768657
660	0.3857488927
661	0.3857268022
662	0.3857147898
663	0.3857038131
664	0.3856895135
665	0.385666583
666	0.3856508292
667	0.3856306863
668	0.3856159062
669	0.3855988393
670	0.3855808618
671	0.385571642
672	0.3855523673
673	0.3855292708
674	0.38551158
675	0.3855001909
676	0.3854505175
677	0.3854314455
678	0.3854226184
679	0.3854037031
680	0.3853664342
681	0.3853552252
682	0.3853396104
683	0.3852295342
684	0.3852084662
685	0.3851897285
686	0.385174944
687	0.3851623723
688	0.3851539641
689	0.3851443234
690	0.3851215883
691	0.3851055774
692	0.3850954955
693	0.385078598
694	0.3850685949
695	0.3850450189
696	0.3850262631
697	0.3850112003
698	0.3849945524
699	0.3849764147
700	0.3849670079
701	0.3849499816
702	0.3849192769
703	0.3849017759
704	0.3848885704
705	0.384880621
706	0.3848671205
707	0.3848453892
708	0.3848289929
709	0.3848142034
710	0.3848032716
711	0.3847896602
712	0.3847801902
713	0.3847654643
714	0.3846862941
715	0.3846695579
716	0.3846534339
717	0.38464248
718	0.3845986917
719	0.3845850565
720	0.3845708701
721	0.3845603099
722	0.3845525569
723	0.3845410531
724	0.3845294985
725	0.3845106301
726	0.3844990402
727	0.3844926847
728	0.3844766783
729	0.3844636376
730	0.3844466681
731	0.3844307112
732	0.384420002
733	0.3843987051
734	0.3843815235
735	0.384368833
736	0.384354368
737	0.3843424025
738	0.384329292
739	0.3843104014
740	0.384292763
741	0.3842842946
742	0.3842680114
743	0.3842471291
744	0.3842363235
745	0.3842249997
746	0.3842083873
747	0.3841927476
748	0.3841823186
749	0.3841625915
750	0.3841482237
751	0.3841283357
752	0.384114936
753	0.3840973386
754	0.3840786257
755	0.3840726913
756	0.384063756
757	0.3840350796
758	0.3840257763
759	0.38402013
760	0.3840072407
761	0.3839844563
762	0.3839702995
763	0.3839598448
764	0.383951981
765	0.383930262
766	0.3839214468
767	0.3839109487
768	0.3839007986
769	0.3838875648
770	0.3838781229
771	0.3838661186
772	0.3838341226
773	0.3838180473
774	0.3838111269
775	0.3838039799
776	0.3837930786
777	0.3837823151
778	0.3837668261
779	0.3837581681
780	0.3837391292
781	0.3837305801
782	0.3837224671
783	0.383709744
784	0.3836709088
785	0.3836583874
786	0.3836467268
787	0.3836399369
788	0.3836300869
789	0.3836181932
790	0.3836001824
791	0.3835910836
792	0.3835763041
793	0.3835710672
794	0.3835609276
795	0.3835464761
796	0.3835355916
797	0.3835124789
798	0.3835008963
799	0.3834901718
800	0.3834740136
801	0.3834619469
802	0.3834497139
803	0.3834109659
804	0.3834010387
805	0.3833823916
806	0.3833600356
807	0.3832942583
808	0.3832770857
809	0.3832674017
810	0.3832535433
811	0.3832365043
812	0.3832286864
813	0.3832155441
814	0.3832031863
815	0.3831884852
816	0.3831716354
817	0.3831630459
818	0.3831541766
819	0.3831470906
820	0.383133537
821	0.383117016
822	0.3831021096
823	0.383093506
824	0.38307555
825	0.3830687968
826	0.3830556636
827	0.383045168
828	0.3830367055
829	0.3830304773
830	0.3830155564
831	0.3830108322
832	0.3830010114
833	0.3829683046
834	0.3829600769
835	0.3829464711
836	0.3829374514
837	0.3829305891
838	0.3829162962
839	0.3829010766
840	0.3828848364
841	0.3828680662
842	0.3828600783
843	0.3828458929
844	0.382836743
845	0.3827480165
846	0.3827362178
847	0.3827239812
848	0.3827094152
849	0.382695285
850	0.3826873591
851	0.3826762706
852	0.3826607689
853	0.3826533868
854	0.3826376285
855	0.3826218992
856	0.3826128553
857	0.3826002577
858	0.3825723304
859	0.3825544075
860	0.3825447614
861	0.382530997
862	0.3825241686
863	0.3825148885
864	0.3825010437
865	0.3824872432
866	0.3824714743
867	0.3824580294
868	0.3824476648
869	0.3824259488
870	0.3824165671
871	0.3824054741
872	0.3824008605
873	0.3823957718
874	0.3823864335
875	0.3823697695
876	0.3823550458
877	0.3823498444
878	0.3823373076
879	0.3823269804
880	0.3823187226
881	0.3823086933
882	0.382296361
883	0.3822863847
884	0.3822738519
885	0.3822583021
886	0.382251269
887	0.3822412844
888	0.3822342456
889	0.3822297487
890	0.3822212049
891	0.3821977097
892	0.3821809586
893	0.382172374
894	0.382162578
895	0.3821540266
896	0.3821429138
897	0.3821262164
898	0.3821141664
899	0.3821045801
900	0.3820879449
901	0.382072281
902	0.3820641193
903	0.3820578371
904	0.3820399961
905	0.3820318913
906	0.3820205838
907	0.3820084084
908	0.3819952671
909	0.3819846216
910	0.3819763851
911	0.3819602318
912	0.3819507259
913	0.381934906
914	0.3818636586
915	0.3818572251
916	0.3818074059
917	0.3817985329
918	0.3817938843
919	0.3817730543
920	0.3817588983
921	0.3817503751
922	0.3817452267
923	0.3817370426
924	0.3817275477
925	0.3817206722
926	0.3817123974
927	0.3817033077
928	0.3816970697
929	0.3816744033
930	0.3816634335
931	0.381649145
932	0.3816364956
933	0.3816239863
934	0.3816127677
935	0.3815917493
936	0.3815797089
937	0.3815751697
938	0.3815596665
939	0.3815553512
940	0.381542482
941	0.3815303691
942	0.3815075556
943	0.3814995337
944	0.3814851208
945	0.3814779284
946	0.3814734375
947	0.3814594535
948	0.3814490054
949	0.3814385186
950	0.3814274566
951	0.3814134511
952	0.381402525
953	0.3813934973
954	0.3813861372
955	0.3813767225
956	0.3813652728
957	0.3813581538
958	0.3813484503
959	0.3813364329
960	0.3813263952
961	0.3813217428
962	0.3813093242
963	0.3812947717
964	0.3812839915
965	0.381272965
966	0.3812456631
967	0.381222757
968	0.3812062091
969	0.381194353
970	0.3811686582
971	0.3811468637
972	0.3811348436
973	0.3811211628
974	0.381109336
975	0.3810964268
976	0.3810883479
977	0.3810799672
978	0.3810744557
979	0.3810671449
980	0.3810584163
981	0.3810487202
982	0.3810381904
983	0.3810308003
984	0.3810195631
985	0.3810129305
986	0.3810014576
987	0.3809946473
988	0.3809791011
989	0.3809651315
990	0.380949995
991	0.3809432711
992	0.3809336537
993	0.3809213323
994	0.3809109967
995	0.3809040848
996	0.3808977662
997	0.3808889011
998	0.3808541449
999	0.3808474629
